Station ID,Latitude,Longitude,Address,Charger Type,Cost (USD/kWh),Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency,Is24Hours,IsHighPower
EVS01217,43.617709,-79.332306,"347 Toronto Ave, Toronto",DC,0.210000,9:00-18:00,2.740000,19,Ionity,150,"['Tesla', 'CHAdeMO']",2011,No,3.200000,4,Quarterly,False,True
EVS01218,43.740851,-79.393580,"1157 Toronto Ave, Toronto",L1,0.430000,9:00-18:00,17.560000,42,ChargePoint,350,['CHAdeMO'],2010,No,4.700000,9,Quarterly,False,True
EVS01219,39.962107,116.465186,"5705 Beijing Ave, Beijing",L1,0.460000,6:00-22:00,16.470000,93,Tesla,22,['Tesla'],2020,No,3.700000,1,Quarterly,False,False
EVS01220,-33.861676,18.468477,"3604 Cape Town Ave, Cape Town",L1,0.380000,9:00-18:00,17.370000,20,Tesla,50,"['Type 2', 'CCS']",2014,No,3.500000,10,Annually,False,False
EVS01222,-33.849874,151.335515,"3338 Sydney Ave, Sydney",L2,0.410000,00:00-24:00,7.460000,59,Tesla,350,"['CCS', 'Tesla']",2017,Yes,3.100000,2,Quarterly,True,True
EVS01223,41.800259,-87.706585,"1131 Chicago Ave, Chicago",DC,0.160000,00:00-24:00,8.910000,37,Ionity,150,['CCS'],2014,No,3.500000,6,Quarterly,True,True
EVS01224,13.898180,100.425271,"5000 Bangkok Ave, Bangkok",DC,0.420000,00:00-24:00,10.300000,90,EVgo,350,"['Type 2', 'Tesla']",2014,No,3.100000,10,Annually,True,True
EVS01225,52.430338,13.492874,"5850 Berlin Ave, Berlin",DC,0.460000,9:00-18:00,8.080000,27,Ionity,150,"['Tesla', 'CHAdeMO']",2020,Yes,3.500000,2,Annually,False,True
EVS01226,39.893089,116.395449,"8934 Beijing Ave, Beijing",L2,0.470000,9:00-18:00,19.550000,13,ChargePoint,22,['CHAdeMO'],2018,Yes,4.100000,9,Annually,False,False
EVS01227,-23.658178,-46.512890,"9422 São Paulo Ave, São Paulo",L2,0.250000,00:00-24:00,9.380000,67,Greenlots,150,"['CHAdeMO', 'Type 2']",2017,Yes,3.100000,1,Monthly,True,True
EVS01228,37.588283,127.069261,"7801 Seoul Ave, Seoul",DC,0.280000,6:00-22:00,9.130000,72,EVgo,50,"['Type 2', 'CHAdeMO']",2011,Yes,3.500000,3,Annually,False,False
EVS01229,19.407565,-99.093726,"1838 Mexico City Ave, Mexico City",DC,0.230000,00:00-24:00,7.920000,97,Greenlots,22,['Type 2'],2014,Yes,3.100000,4,Monthly,True,False
EVS01230,19.021260,72.927363,"3094 Mumbai Ave, Mumbai",DC,0.320000,00:00-24:00,13.470000,83,ChargePoint,350,"['CCS', 'Type 2']",2021,No,4.200000,1,Quarterly,True,True
EVS01232,-33.755611,18.509610,"3047 Cape Town Ave, Cape Town",L1,0.480000,00:00-24:00,6.170000,19,Ionity,50,['CCS'],2019,No,4.200000,1,Monthly,True,False
EVS01233,13.779129,100.531587,"5082 Bangkok Ave, Bangkok",DC,0.170000,00:00-24:00,4.560000,12,Ionity,22,['CHAdeMO'],2018,Yes,4.300000,8,Quarterly,True,False
EVS01234,-33.729808,151.260688,"1231 Sydney Ave, Sydney",L1,0.500000,6:00-22:00,16.500000,92,Tesla,150,"['CCS', 'Tesla']",2018,Yes,3.200000,9,Monthly,False,True
EVS01235,19.592201,-99.099669,"9119 Mexico City Ave, Mexico City",L1,0.190000,9:00-18:00,5.710000,11,Greenlots,150,['CHAdeMO'],2023,Yes,4.000000,5,Annually,False,True
EVS01236,37.509670,127.030334,"1779 Seoul Ave, Seoul",L1,0.210000,00:00-24:00,14.490000,92,Ionity,50,"['Type 2', 'CCS']",2020,No,3.700000,5,Quarterly,True,False
EVS01237,37.640348,127.075489,"3698 Seoul Ave, Seoul",L2,0.490000,6:00-22:00,16.580000,63,Ionity,50,['Type 2'],2022,Yes,4.000000,10,Quarterly,False,False
EVS01238,41.935383,-87.616723,"4296 Chicago Ave, Chicago",L1,0.210000,6:00-22:00,3.250000,55,Ionity,150,"['CHAdeMO', 'CCS']",2013,No,4.500000,6,Annually,False,True
EVS01239,37.505805,127.087886,"4399 Seoul Ave, Seoul",DC,0.440000,00:00-24:00,8.120000,69,Ionity,50,['CCS'],2013,Yes,4.800000,2,Quarterly,True,False
EVS01240,34.178803,-118.253056,"153 Los Angeles Ave, Los Angeles",L2,0.440000,9:00-18:00,6.670000,22,EVgo,150,"['CCS', 'Tesla']",2022,Yes,3.400000,9,Quarterly,False,True
EVS01242,41.950239,-87.647606,"6275 Chicago Ave, Chicago",DC,0.480000,9:00-18:00,15.350000,64,EVgo,150,['Tesla'],2019,No,4.100000,8,Quarterly,False,True
EVS01243,43.702691,-79.437609,"6828 Toronto Ave, Toronto",DC,0.130000,6:00-22:00,7.020000,29,Tesla,22,"['Tesla', 'Type 2']",2021,No,4.400000,4,Annually,False,False
EVS01244,43.628504,-79.403438,"1294 Toronto Ave, Toronto",L1,0.130000,6:00-22:00,14.290000,14,ChargePoint,150,['CCS'],2019,No,3.700000,8,Monthly,False,True
EVS01245,37.841908,-122.499472,"7121 San Francisco Ave, San Francisco",DC,0.300000,6:00-22:00,0.790000,60,EVgo,350,['Tesla'],2021,Yes,3.700000,3,Quarterly,False,True
EVS01246,39.848631,116.434143,"2333 Beijing Ave, Beijing",DC,0.440000,6:00-22:00,2.050000,13,Ionity,150,"['CCS', 'Tesla']",2018,No,4.400000,7,Quarterly,False,True
EVS01247,39.946664,116.254682,"4874 Beijing Ave, Beijing",DC,0.210000,00:00-24:00,18.880000,42,Ionity,22,['Type 2'],2017,Yes,3.200000,2,Annually,True,False
EVS01248,19.576399,-99.179318,"3250 Mexico City Ave, Mexico City",L1,0.110000,6:00-22:00,2.260000,26,Tesla,22,"['CCS', 'Tesla']",2023,No,4.300000,3,Monthly,False,False
EVS01249,37.849394,-122.439574,"7659 San Francisco Ave, San Francisco",L1,0.400000,6:00-22:00,11.010000,27,EVgo,50,"['Tesla', 'CCS']",2015,Yes,4.400000,5,Quarterly,False,False
EVS01250,55.772160,37.665605,"7621 Moscow Ave, Moscow",DC,0.180000,00:00-24:00,15.790000,69,Ionity,350,"['CHAdeMO', 'CCS']",2015,No,3.100000,9,Annually,True,True
EVS01252,41.895343,-87.632543,"3628 Chicago Ave, Chicago",L2,0.420000,6:00-22:00,11.780000,87,EVgo,350,"['Tesla', 'Type 2']",2018,Yes,3.200000,9,Monthly,False,True
EVS01253,39.964159,116.397439,"8418 Beijing Ave, Beijing",L1,0.290000,6:00-22:00,16.230000,100,ChargePoint,50,"['Type 2', 'CCS']",2013,Yes,3.400000,9,Annually,False,False
EVS01254,-33.834676,151.324786,"8448 Sydney Ave, Sydney",DC,0.190000,9:00-18:00,6.350000,79,EVgo,50,['CHAdeMO'],2013,Yes,3.400000,1,Monthly,False,False
EVS01255,13.853690,100.504924,"9097 Bangkok Ave, Bangkok",L1,0.350000,00:00-24:00,5.200000,81,ChargePoint,150,['CCS'],2011,Yes,3.900000,5,Annually,True,True
EVS01256,25.201834,55.351153,"4640 Dubai Ave, Dubai",L2,0.110000,9:00-18:00,5.230000,50,EVgo,22,['CHAdeMO'],2017,No,4.300000,8,Annually,False,False
EVS01257,43.766460,-79.335634,"6958 Toronto Ave, Toronto",L2,0.440000,00:00-24:00,7.170000,52,Ionity,22,"['CHAdeMO', 'Type 2']",2020,No,3.300000,3,Annually,True,False
EVS01258,-23.564704,-46.697662,"719 São Paulo Ave, São Paulo",L1,0.140000,9:00-18:00,13.410000,85,EVgo,150,['Tesla'],2022,No,4.200000,6,Annually,False,True
EVS01259,19.428016,-99.055476,"3638 Mexico City Ave, Mexico City",DC,0.470000,6:00-22:00,17.690000,11,Tesla,50,"['Tesla', 'CHAdeMO']",2012,Yes,3.400000,6,Monthly,False,False
EVS01260,25.313647,55.216662,"1351 Dubai Ave, Dubai",L1,0.230000,00:00-24:00,3.160000,61,EVgo,350,"['Tesla', 'Type 2']",2021,No,4.500000,4,Quarterly,True,True
EVS01262,52.491019,13.348886,"4703 Berlin Ave, Berlin",L1,0.500000,6:00-22:00,3.540000,56,EVgo,50,['CHAdeMO'],2011,No,3.400000,5,Annually,False,False
EVS01263,43.748797,-79.433263,"6233 Toronto Ave, Toronto",L2,0.300000,00:00-24:00,18.950000,32,Ionity,22,['CCS'],2012,Yes,4.400000,10,Quarterly,True,False
EVS01264,39.934387,116.340105,"9368 Beijing Ave, Beijing",L2,0.340000,6:00-22:00,2.430000,13,ChargePoint,350,['CCS'],2013,No,4.000000,7,Annually,False,True
EVS01265,34.085290,-118.221489,"9151 Los Angeles Ave, Los Angeles",DC,0.460000,9:00-18:00,9.080000,37,EVgo,350,['Type 2'],2018,Yes,3.700000,1,Monthly,False,True
EVS01266,13.867004,100.419976,"7607 Bangkok Ave, Bangkok",L2,0.450000,9:00-18:00,11.420000,57,Greenlots,50,['CCS'],2020,Yes,4.400000,6,Monthly,False,False
EVS01267,39.974875,116.410076,"4209 Beijing Ave, Beijing",L2,0.190000,9:00-18:00,15.080000,43,ChargePoint,150,['Tesla'],2014,No,4.800000,6,Quarterly,False,True
EVS01268,52.592899,13.384267,"9484 Berlin Ave, Berlin",L1,0.300000,6:00-22:00,12.160000,82,Tesla,50,['CCS'],2012,No,3.800000,8,Monthly,False,False
EVS01269,18.938384,72.816944,"8521 Mumbai Ave, Mumbai",L1,0.360000,9:00-18:00,3.800000,70,Greenlots,150,['Tesla'],2020,No,4.800000,4,Annually,False,True
EVS01270,-33.710036,18.407538,"6178 Cape Town Ave, Cape Town",DC,0.430000,9:00-18:00,15.290000,66,Greenlots,350,['CHAdeMO'],2013,No,4.700000,6,Annually,False,True
EVS01272,41.825729,-87.734587,"4360 Chicago Ave, Chicago",L2,0.430000,00:00-24:00,4.230000,97,EVgo,22,"['Tesla', 'Type 2']",2010,No,4.100000,8,Quarterly,True,False
EVS01273,19.125079,72.806143,"400 Mumbai Ave, Mumbai",DC,0.290000,9:00-18:00,14.700000,73,Greenlots,50,"['CHAdeMO', 'Type 2']",2020,Yes,3.300000,1,Monthly,False,False
EVS01274,43.752320,-79.493996,"2414 Toronto Ave, Toronto",L2,0.140000,6:00-22:00,19.440000,75,EVgo,50,['CCS'],2023,Yes,3.600000,6,Quarterly,False,False
EVS01275,19.432797,-99.047812,"6091 Mexico City Ave, Mexico City",L2,0.370000,6:00-22:00,18.720000,51,Greenlots,22,['Tesla'],2016,No,4.400000,10,Quarterly,False,False
EVS01276,39.805457,116.310170,"9776 Beijing Ave, Beijing",L2,0.450000,6:00-22:00,17.290000,93,Ionity,50,"['Type 2', 'Tesla']",2021,Yes,3.800000,4,Monthly,False,False
EVS01277,34.139995,-118.310763,"1344 Los Angeles Ave, Los Angeles",L2,0.140000,00:00-24:00,5.210000,61,Ionity,350,"['Type 2', 'Tesla']",2021,Yes,4.900000,10,Monthly,True,True
EVS01278,-23.653557,-46.691647,"5540 São Paulo Ave, São Paulo",L2,0.250000,6:00-22:00,17.580000,18,Ionity,150,"['CCS', 'Tesla']",2016,Yes,3.600000,3,Quarterly,False,True
EVS01279,39.869876,116.411364,"435 Beijing Ave, Beijing",L2,0.440000,9:00-18:00,1.750000,23,EVgo,350,['CCS'],2022,Yes,3.100000,2,Annually,False,True
EVS01280,43.738033,-79.390437,"2396 Toronto Ave, Toronto",L2,0.170000,00:00-24:00,10.340000,57,Ionity,22,['CCS'],2015,No,4.800000,3,Monthly,True,False
EVS01282,52.411659,13.440880,"1760 Berlin Ave, Berlin",L1,0.110000,9:00-18:00,7.960000,27,EVgo,50,"['Tesla', 'CHAdeMO']",2021,Yes,4.100000,7,Annually,False,False
EVS01283,37.702640,-122.473576,"5358 San Francisco Ave, San Francisco",L2,0.330000,9:00-18:00,13.740000,40,Greenlots,350,['Type 2'],2012,No,3.400000,3,Monthly,False,True
EVS01284,52.400082,13.403944,"7694 Berlin Ave, Berlin",L2,0.410000,9:00-18:00,3.900000,96,Greenlots,22,['Type 2'],2018,Yes,3.400000,4,Annually,False,False
EVS01285,41.900814,-87.745982,"5017 Chicago Ave, Chicago",L2,0.390000,00:00-24:00,16.530000,73,Ionity,50,['CCS'],2022,No,3.300000,7,Annually,True,False
EVS01286,13.829712,100.524155,"3342 Bangkok Ave, Bangkok",DC,0.480000,00:00-24:00,5.660000,64,ChargePoint,50,"['CCS', 'Type 2']",2019,Yes,4.900000,1,Monthly,True,False
EVS01287,37.621942,126.920673,"916 Seoul Ave, Seoul",DC,0.240000,9:00-18:00,4.030000,30,EVgo,22,['Type 2'],2018,Yes,4.400000,5,Quarterly,False,False
EVS01288,18.950461,72.896087,"9750 Mumbai Ave, Mumbai",L1,0.480000,6:00-22:00,19.860000,47,EVgo,50,['Type 2'],2017,Yes,4.300000,3,Monthly,False,False
EVS01289,41.985011,-87.686490,"5730 Chicago Ave, Chicago",L2,0.300000,00:00-24:00,9.150000,66,ChargePoint,350,"['CHAdeMO', 'CCS']",2013,Yes,4.200000,2,Quarterly,True,True
EVS01290,13.848854,100.532025,"2410 Bangkok Ave, Bangkok",L1,0.150000,00:00-24:00,14.620000,99,EVgo,350,"['Type 2', 'Tesla']",2016,No,3.900000,7,Quarterly,True,True
EVS01292,19.568486,-99.174015,"139 Mexico City Ave, Mexico City",L2,0.410000,9:00-18:00,11.310000,14,ChargePoint,350,"['CCS', 'CHAdeMO']",2014,Yes,3.800000,2,Monthly,False,True
EVS01293,-33.734968,151.244249,"8142 Sydney Ave, Sydney",L2,0.280000,9:00-18:00,13.950000,77,EVgo,22,['Type 2'],2018,Yes,4.500000,8,Quarterly,False,False
EVS01294,19.557005,-99.089388,"6635 Mexico City Ave, Mexico City",L2,0.290000,6:00-22:00,16.520000,32,Tesla,350,['Tesla'],2010,No,3.400000,10,Monthly,False,True
EVS01295,34.010807,-118.297669,"5929 Los Angeles Ave, Los Angeles",L2,0.110000,9:00-18:00,11.400000,57,ChargePoint,350,['CHAdeMO'],2011,No,3.800000,4,Quarterly,False,True
EVS01296,39.938218,116.286940,"4477 Beijing Ave, Beijing",DC,0.340000,9:00-18:00,20.000000,11,Tesla,150,"['Tesla', 'CCS']",2015,Yes,4.700000,1,Monthly,False,True
EVS01297,-33.888070,18.440264,"2970 Cape Town Ave, Cape Town",L1,0.360000,6:00-22:00,11.480000,69,Ionity,150,"['Tesla', 'CHAdeMO']",2013,No,4.400000,2,Quarterly,False,True
EVS01298,19.061128,72.954099,"4251 Mumbai Ave, Mumbai",DC,0.400000,00:00-24:00,2.220000,100,EVgo,50,['CCS'],2014,Yes,3.400000,1,Quarterly,True,False
EVS01299,19.172069,72.942586,"852 Mumbai Ave, Mumbai",DC,0.170000,00:00-24:00,4.100000,26,EVgo,50,"['CHAdeMO', 'Tesla']",2012,Yes,3.900000,7,Quarterly,True,False
EVS01300,-33.710382,151.214454,"4793 Sydney Ave, Sydney",L1,0.470000,00:00-24:00,15.410000,42,Tesla,22,['Type 2'],2011,Yes,3.500000,4,Annually,True,False
EVS01302,52.433953,13.352454,"7148 Berlin Ave, Berlin",L2,0.460000,6:00-22:00,2.740000,15,EVgo,350,['CHAdeMO'],2023,Yes,4.200000,5,Monthly,False,True
EVS01303,34.044624,-118.381803,"1158 Los Angeles Ave, Los Angeles",DC,0.200000,6:00-22:00,1.440000,43,Tesla,50,"['CCS', 'Tesla']",2012,Yes,4.000000,10,Quarterly,False,False
EVS01304,39.933035,116.341178,"8194 Beijing Ave, Beijing",L1,0.170000,6:00-22:00,13.620000,39,ChargePoint,22,['Type 2'],2018,Yes,4.000000,8,Monthly,False,False
EVS01305,-23.619530,-46.616462,"8748 São Paulo Ave, São Paulo",L2,0.320000,00:00-24:00,12.470000,86,ChargePoint,50,"['CCS', 'CHAdeMO']",2013,Yes,3.700000,1,Quarterly,True,False
EVS01306,18.917158,72.878655,"1268 Mumbai Ave, Mumbai",L1,0.110000,00:00-24:00,4.250000,90,Ionity,350,['CCS'],2017,Yes,4.500000,7,Quarterly,True,True
EVS01307,37.731986,-122.346841,"5748 San Francisco Ave, San Francisco",L2,0.160000,00:00-24:00,15.890000,40,Tesla,350,"['Tesla', 'CHAdeMO']",2014,No,5.000000,3,Quarterly,True,True
EVS01308,19.426657,-99.042676,"68 Mexico City Ave, Mexico City",L1,0.130000,9:00-18:00,9.350000,56,ChargePoint,150,"['CHAdeMO', 'CCS']",2015,Yes,3.400000,8,Quarterly,False,True
EVS01309,13.841572,100.538146,"2550 Bangkok Ave, Bangkok",L2,0.240000,00:00-24:00,10.270000,39,Greenlots,22,['Tesla'],2020,Yes,4.900000,10,Monthly,True,False
EVS01310,43.664200,-79.423908,"2608 Toronto Ave, Toronto",L1,0.460000,00:00-24:00,10.880000,33,EVgo,350,"['CHAdeMO', 'Type 2']",2019,Yes,3.600000,5,Annually,True,True
EVS01312,39.965361,116.246226,"3924 Beijing Ave, Beijing",L1,0.250000,6:00-22:00,6.500000,34,Ionity,150,"['Tesla', 'Type 2']",2020,Yes,4.600000,5,Quarterly,False,True
EVS01313,19.114804,72.886589,"5483 Mumbai Ave, Mumbai",DC,0.430000,00:00-24:00,6.150000,61,EVgo,22,['Tesla'],2023,Yes,4.400000,5,Quarterly,True,False
EVS01314,19.463641,-99.002181,"8278 Mexico City Ave, Mexico City",L1,0.330000,00:00-24:00,3.340000,40,ChargePoint,50,"['CCS', 'Type 2']",2017,No,3.300000,6,Monthly,True,False
EVS01315,-33.895030,151.286540,"8661 Sydney Ave, Sydney",L1,0.290000,00:00-24:00,6.400000,51,Ionity,150,"['CCS', 'CHAdeMO']",2021,No,4.500000,6,Quarterly,True,True
EVS01316,13.879457,100.587471,"1263 Bangkok Ave, Bangkok",L1,0.350000,00:00-24:00,14.850000,86,Ionity,150,"['Tesla', 'CCS']",2021,No,4.700000,10,Annually,True,True
EVS01317,19.567165,-99.134467,"8883 Mexico City Ave, Mexico City",DC,0.490000,9:00-18:00,0.960000,16,Ionity,150,['CCS'],2014,No,5.000000,9,Annually,False,True
EVS01318,-33.887164,151.265080,"7646 Sydney Ave, Sydney",L1,0.340000,6:00-22:00,13.710000,14,EVgo,22,"['CHAdeMO', 'CCS']",2016,Yes,3.400000,9,Annually,False,False
EVS01319,-23.663372,-46.543855,"6533 São Paulo Ave, São Paulo",DC,0.260000,9:00-18:00,3.250000,96,EVgo,50,['Type 2'],2011,No,3.200000,7,Monthly,False,False
EVS01320,55.836149,37.567587,"2117 Moscow Ave, Moscow",L2,0.220000,9:00-18:00,2.800000,75,Ionity,50,['Tesla'],2010,Yes,4.300000,4,Monthly,False,False
EVS01322,43.726371,-79.351855,"5277 Toronto Ave, Toronto",L1,0.370000,6:00-22:00,3.120000,99,Greenlots,350,"['Type 2', 'CHAdeMO']",2013,Yes,3.100000,1,Quarterly,False,True
EVS01323,37.695295,127.039537,"1765 Seoul Ave, Seoul",L1,0.110000,00:00-24:00,15.960000,78,ChargePoint,50,['CCS'],2016,Yes,4.600000,8,Annually,True,False
EVS01324,-33.815819,151.332160,"4261 Sydney Ave, Sydney",L1,0.350000,6:00-22:00,17.710000,27,EVgo,22,"['Type 2', 'CCS']",2010,Yes,3.200000,9,Monthly,False,False
EVS01325,25.284982,55.383454,"3576 Dubai Ave, Dubai",DC,0.420000,00:00-24:00,3.480000,81,Greenlots,22,['Type 2'],2012,Yes,3.700000,5,Quarterly,True,False
EVS01326,-33.873118,151.375270,"9730 Sydney Ave, Sydney",L1,0.120000,9:00-18:00,15.080000,66,Greenlots,350,"['Type 2', 'CHAdeMO']",2011,No,3.300000,7,Annually,False,True
EVS01327,-33.776120,18.448417,"9791 Cape Town Ave, Cape Town",L2,0.230000,00:00-24:00,4.640000,58,EVgo,50,"['Tesla', 'Type 2']",2018,Yes,3.500000,8,Annually,True,False
EVS01328,34.023187,-118.350064,"2983 Los Angeles Ave, Los Angeles",L1,0.150000,6:00-22:00,1.890000,21,ChargePoint,50,"['Type 2', 'CHAdeMO']",2013,No,3.500000,2,Monthly,False,False
EVS01329,-33.882882,151.229633,"7097 Sydney Ave, Sydney",L1,0.490000,9:00-18:00,3.520000,71,Greenlots,50,"['CCS', 'CHAdeMO']",2018,No,4.600000,9,Monthly,False,False
EVS01330,37.864619,-122.450561,"3124 San Francisco Ave, San Francisco",L1,0.460000,9:00-18:00,19.920000,16,Tesla,22,"['CCS', 'CHAdeMO']",2011,Yes,3.600000,3,Annually,False,False
EVS01332,-33.739927,151.349077,"918 Sydney Ave, Sydney",L1,0.140000,00:00-24:00,6.930000,93,Tesla,350,['Tesla'],2014,No,3.900000,2,Quarterly,True,True
EVS01333,-23.637914,-46.672231,"25 São Paulo Ave, São Paulo",DC,0.460000,6:00-22:00,15.240000,16,Greenlots,350,['CHAdeMO'],2017,No,3.800000,9,Annually,False,True
EVS01334,13.887796,100.584544,"5447 Bangkok Ave, Bangkok",L2,0.120000,9:00-18:00,13.140000,38,EVgo,150,['CCS'],2018,Yes,3.700000,7,Annually,False,True
EVS01335,43.742150,-79.496956,"4044 Toronto Ave, Toronto",DC,0.110000,9:00-18:00,0.570000,96,ChargePoint,50,['Tesla'],2011,No,3.400000,10,Annually,False,False
EVS01336,19.496756,-99.022828,"7451 Mexico City Ave, Mexico City",L2,0.270000,9:00-18:00,15.260000,15,Greenlots,22,['Type 2'],2022,Yes,4.500000,6,Quarterly,False,False
EVS01337,43.619739,-79.319198,"4757 Toronto Ave, Toronto",L2,0.260000,6:00-22:00,12.980000,88,ChargePoint,50,"['Type 2', 'CHAdeMO']",2021,Yes,4.400000,5,Quarterly,False,False
EVS01338,37.822372,-122.464574,"633 San Francisco Ave, San Francisco",L1,0.230000,00:00-24:00,6.780000,40,Ionity,150,['CHAdeMO'],2012,No,4.200000,7,Annually,True,True
EVS01339,37.899761,-122.365254,"2321 San Francisco Ave, San Francisco",L2,0.320000,9:00-18:00,9.810000,32,EVgo,350,"['Type 2', 'CCS']",2016,No,4.200000,1,Annually,False,True
EVS01340,37.517466,126.958502,"1029 Seoul Ave, Seoul",L2,0.100000,6:00-22:00,8.830000,100,EVgo,350,"['CHAdeMO', 'Type 2']",2021,No,4.100000,2,Annually,False,True
EVS01342,37.747586,-122.466256,"3744 San Francisco Ave, San Francisco",L1,0.380000,9:00-18:00,16.050000,62,Ionity,50,['CCS'],2022,No,4.200000,10,Quarterly,False,False
EVS01343,37.781538,-122.365482,"1537 San Francisco Ave, San Francisco",L1,0.410000,9:00-18:00,2.280000,22,Tesla,22,"['CHAdeMO', 'CCS']",2013,No,3.600000,4,Monthly,False,False
EVS01344,25.315161,55.311490,"7345 Dubai Ave, Dubai",DC,0.460000,6:00-22:00,3.420000,51,EVgo,22,"['CHAdeMO', 'Tesla']",2019,No,4.800000,4,Annually,False,False
EVS01345,39.964413,116.475245,"386 Beijing Ave, Beijing",DC,0.230000,9:00-18:00,5.980000,89,Tesla,50,"['CCS', 'Tesla']",2015,No,4.000000,7,Quarterly,False,False
EVS01346,19.046437,72.870101,"6321 Mumbai Ave, Mumbai",L1,0.160000,00:00-24:00,0.650000,48,Ionity,150,['CCS'],2010,No,4.000000,8,Quarterly,True,True
EVS01347,-23.590234,-46.636131,"3983 São Paulo Ave, São Paulo",L2,0.320000,00:00-24:00,9.760000,19,Ionity,22,"['CHAdeMO', 'Tesla']",2021,No,4.500000,6,Monthly,True,False
EVS01348,-33.765200,18.556400,"5820 Cape Town Ave, Cape Town",L2,0.480000,6:00-22:00,6.430000,66,Ionity,22,"['Tesla', 'CCS']",2013,Yes,3.200000,8,Quarterly,False,False
EVS01349,-33.845189,18.482055,"3205 Cape Town Ave, Cape Town",L2,0.310000,6:00-22:00,16.220000,32,ChargePoint,150,['CHAdeMO'],2017,Yes,3.800000,9,Annually,False,True
EVS01350,13.728510,100.535896,"8343 Bangkok Ave, Bangkok",L2,0.470000,00:00-24:00,2.100000,56,Tesla,350,"['CHAdeMO', 'Type 2']",2016,Yes,3.300000,8,Annually,True,True
EVS01352,37.698198,127.023963,"4076 Seoul Ave, Seoul",L2,0.410000,9:00-18:00,1.890000,98,ChargePoint,22,"['CCS', 'CHAdeMO']",2020,Yes,3.600000,6,Quarterly,False,False
EVS01353,37.576888,127.069766,"4774 Seoul Ave, Seoul",DC,0.230000,9:00-18:00,11.900000,78,Greenlots,150,['CCS'],2014,Yes,3.500000,9,Annually,False,True
EVS01354,39.898813,116.442535,"1315 Beijing Ave, Beijing",L2,0.370000,00:00-24:00,4.380000,99,Greenlots,50,['CHAdeMO'],2023,No,3.700000,3,Monthly,True,False
EVS01355,39.928900,116.448475,"6727 Beijing Ave, Beijing",L1,0.470000,6:00-22:00,13.630000,99,Ionity,50,['Type 2'],2010,Yes,3.900000,9,Quarterly,False,False
EVS01356,43.798651,-79.349847,"2164 Toronto Ave, Toronto",L1,0.290000,9:00-18:00,10.100000,37,Tesla,350,"['CCS', 'Tesla']",2021,Yes,3.600000,10,Monthly,False,True
EVS01357,37.677911,127.027363,"4463 Seoul Ave, Seoul",DC,0.170000,9:00-18:00,17.270000,16,EVgo,50,['Type 2'],2020,Yes,5.000000,9,Quarterly,False,False
EVS01358,18.953044,72.943586,"5005 Mumbai Ave, Mumbai",L2,0.380000,6:00-22:00,7.920000,61,ChargePoint,350,"['Tesla', 'Type 2']",2017,No,3.400000,9,Quarterly,False,True
EVS01359,55.839801,37.533213,"5761 Moscow Ave, Moscow",L2,0.430000,9:00-18:00,14.140000,98,Tesla,150,['CCS'],2020,Yes,4.200000,7,Annually,False,True
EVS01360,37.643524,127.094440,"4371 Seoul Ave, Seoul",L1,0.110000,6:00-22:00,7.090000,82,Tesla,350,['CCS'],2021,Yes,3.500000,8,Monthly,False,True
EVS01362,-23.504398,-46.559216,"4476 São Paulo Ave, São Paulo",L2,0.480000,6:00-22:00,2.440000,20,EVgo,150,"['Type 2', 'CHAdeMO']",2018,Yes,5.000000,3,Quarterly,False,True
EVS01363,13.799237,100.570212,"6836 Bangkok Ave, Bangkok",L1,0.480000,9:00-18:00,14.050000,65,Tesla,350,"['CCS', 'Tesla']",2022,Yes,3.400000,3,Quarterly,False,True
EVS01364,25.395844,55.330079,"3759 Dubai Ave, Dubai",L2,0.250000,00:00-24:00,14.800000,71,ChargePoint,350,"['Tesla', 'Type 2']",2010,No,3.300000,4,Monthly,True,True
EVS01365,13.838505,100.592743,"2476 Bangkok Ave, Bangkok",L1,0.180000,6:00-22:00,18.630000,59,ChargePoint,350,"['CCS', 'CHAdeMO']",2021,Yes,4.500000,4,Monthly,False,True
EVS01366,19.520058,-99.125192,"7003 Mexico City Ave, Mexico City",L2,0.120000,00:00-24:00,13.960000,83,Greenlots,150,['Type 2'],2013,No,4.900000,7,Annually,True,True
EVS01367,34.041058,-118.229442,"3776 Los Angeles Ave, Los Angeles",L2,0.470000,00:00-24:00,6.810000,17,EVgo,150,"['Type 2', 'CCS']",2013,No,3.200000,10,Annually,True,True
EVS01368,19.581550,-99.086910,"2341 Mexico City Ave, Mexico City",DC,0.360000,9:00-18:00,3.100000,18,EVgo,150,['Type 2'],2020,Yes,4.500000,2,Quarterly,False,True
EVS01369,55.813575,37.619205,"5292 Moscow Ave, Moscow",DC,0.210000,00:00-24:00,8.780000,89,Ionity,350,['CCS'],2012,No,4.300000,4,Monthly,True,True
EVS01370,34.168419,-118.244398,"1964 Los Angeles Ave, Los Angeles",DC,0.430000,6:00-22:00,17.360000,61,EVgo,350,['Tesla'],2018,Yes,3.500000,4,Quarterly,False,True
EVS01372,41.810413,-87.666207,"7672 Chicago Ave, Chicago",L2,0.290000,00:00-24:00,7.840000,96,Tesla,50,['Tesla'],2012,Yes,3.600000,1,Monthly,True,False
